Date,Symbol,Action,Quantity,Price,Reasoning
1997-10-23,AMZN,BUY,10,4.5,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1997-10-30,AMZN,BUY,10,5.125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1997-11-06,AMZN,BUY,10,4.661458,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1997-11-13,AMZN,SELL,10,3.859375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1997-11-27,AMZN,SELL,10,4.260417,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1997-12-04,AMZN,BUY,10,4.5,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1997-12-11,AMZN,BUY,10,4.6875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-01-01,AMZN,BUY,10,5.020833,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-01-15,AMZN,BUY,10,4.953125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-01-29,AMZN,BUY,10,4.958333,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-02-12,AMZN,BUY,10,5.260417,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-02-19,AMZN,BUY,10,5.229167,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-02-26,AMZN,BUY,10,6.0625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-03-05,AMZN,BUY,10,6.25,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-03-12,AMZN,BUY,10,6.541667,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-03-19,AMZN,BUY,10,7.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-04-02,AMZN,BUY,10,7.921875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-04-09,AMZN,BUY,10,7.9375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-04-16,AMZN,BUY,10,8.208333,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-04-23,AMZN,SELL,10,6.75,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-04-30,AMZN,SELL,10,7.645833,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-05-21,AMZN,SELL,10,7.395833,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-05-28,AMZN,SELL,10,7.161458,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-06-11,AMZN,BUY,10,10.416667,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-06-18,AMZN,BUY,10,12.020833,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-06-25,AMZN,BUY,10,16.510416,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-07-09,AMZN,BUY,10,17.583334,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-08-06,AMZN,SELL,10,18.25,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-08-13,AMZN,BUY,10,21.25,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-08-20,AMZN,BUY,10,21.520834,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-08-27,AMZN,BUY,10,19.833334,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-09-03,AMZN,SELL,10,14.3125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-09-10,AMZN,SELL,10,13.270833,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-09-17,AMZN,SELL,10,12.833333,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-10-01,AMZN,BUY,10,17.104166,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-10-15,AMZN,SELL,10,16.177084,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-10-29,AMZN,BUY,10,21.083334,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-11-05,AMZN,BUY,10,21.416666,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-11-19,AMZN,BUY,10,25.541666,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-11-26,AMZN,BUY,10,35.052082,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-12-03,AMZN,BUY,10,31.583334,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-12-10,AMZN,BUY,10,35.520832,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-12-17,AMZN,BUY,10,46.125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-12-24,AMZN,BUY,10,54.135418,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1998-12-31,AMZN,BUY,10,53.541668,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-01-07,AMZN,BUY,10,79.4375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-01-14,AMZN,BUY,10,69.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-01-21,AMZN,SELL,10,53.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-01-28,AMZN,SELL,10,61.4375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-02-11,AMZN,SELL,10,54.9375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-02-18,AMZN,SELL,10,44.75,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-03-04,AMZN,BUY,10,60.0625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-03-11,AMZN,BUY,10,67.4375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-03-18,AMZN,BUY,10,69.21875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-04-01,AMZN,BUY,10,85.5,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-04-08,AMZN,BUY,10,89.5,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-04-15,AMZN,BUY,10,83.625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-05-06,AMZN,SELL,10,68.6875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-05-20,AMZN,SELL,10,65.40625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-05-27,AMZN,SELL,10,57.28125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-06-03,AMZN,SELL,10,52.53125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-06-10,AMZN,SELL,10,57.96875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-06-17,AMZN,SELL,10,56.46875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-07-01,AMZN,BUY,10,61.1875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-07-08,AMZN,BUY,10,62.6875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-07-15,AMZN,BUY,10,69.78125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-07-22,AMZN,SELL,10,53.40625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-07-29,AMZN,SELL,10,50.78125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-08-05,AMZN,SELL,10,48.625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-08-12,AMZN,SELL,10,45.875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-08-26,AMZN,BUY,10,64.28125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-09-02,AMZN,BUY,10,60.0625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-09-30,AMZN,BUY,10,79.9375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-10-14,AMZN,BUY,10,79.59375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-10-28,AMZN,SELL,10,71.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-11-04,AMZN,SELL,10,63.0625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-11-11,AMZN,SELL,10,73.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-11-18,AMZN,BUY,10,77.9375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-11-25,AMZN,BUY,10,87.25,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-12-02,AMZN,BUY,10,89.0625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-12-09,AMZN,BUY,10,103.625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
1999-12-30,AMZN,SELL,10,79.0625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-01-06,AMZN,SELL,10,65.5625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-01-20,AMZN,SELL,10,64.75,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-02-03,AMZN,BUY,10,84.1875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-02-10,AMZN,BUY,10,76.1875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-02-24,AMZN,SELL,10,68.4375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-03-02,AMZN,SELL,10,62.5625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-03-09,AMZN,SELL,10,68.8125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-03-23,AMZN,BUY,10,67.6875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-04-06,AMZN,SELL,10,64.25,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-04-13,AMZN,SELL,10,48.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-04-20,AMZN,SELL,10,52.375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-05-18,AMZN,BUY,10,55.375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-05-25,AMZN,SELL,10,45.5,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-06-01,AMZN,SELL,10,50.1875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-06-08,AMZN,SELL,10,51.875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-06-22,AMZN,SELL,10,42.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-06-29,AMZN,SELL,10,37.125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-07-06,AMZN,SELL,10,36.0625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-07-13,AMZN,SELL,10,35.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-07-27,AMZN,SELL,10,31.375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-08-03,AMZN,SELL,10,31.5,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-08-10,AMZN,SELL,10,30.4375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-08-17,AMZN,BUY,10,38.25,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-08-24,AMZN,BUY,10,39.375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-08-31,AMZN,BUY,10,41.5,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-09-07,AMZN,BUY,10,43.5,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-09-28,AMZN,SELL,10,40.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-10-05,AMZN,SELL,10,33.5625,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-10-12,AMZN,SELL,10,25.125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-10-19,AMZN,SELL,10,27.75,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-11-02,AMZN,BUY,10,39.75,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-11-09,AMZN,BUY,10,31.25,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-11-16,AMZN,SELL,10,27.8125,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-11-23,AMZN,SELL,10,25.1875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-11-30,AMZN,SELL,10,24.6875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-12-07,AMZN,SELL,10,21.375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-12-14,AMZN,SELL,10,22.6875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-12-21,AMZN,SELL,10,15.1875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2000-12-28,AMZN,SELL,10,17.375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-01-04,AMZN,SELL,10,15.5,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-01-25,AMZN,BUY,10,19.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-02-08,AMZN,SELL,10,14.375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-02-15,AMZN,SELL,10,14.5,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-02-22,AMZN,SELL,10,11.9375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-03-01,AMZN,SELL,10,10.4375,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-03-08,AMZN,SELL,10,11.6875,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-03-29,AMZN,SELL,10,10.0,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-04-05,AMZN,SELL,10,9.12,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-04-12,AMZN,BUY,10,14.67,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-04-19,AMZN,BUY,10,15.99,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-04-26,AMZN,BUY,10,15.43,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-05-03,AMZN,BUY,10,16.75,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-05-10,AMZN,SELL,10,14.62,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-05-17,AMZN,SELL,10,14.78,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-05-24,AMZN,SELL,10,16.75,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-05-31,AMZN,BUY,10,16.690001,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-06-07,AMZN,BUY,10,16.129999,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-06-14,AMZN,SELL,10,13.29,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-06-21,AMZN,SELL,10,13.08,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-06-28,AMZN,SELL,10,14.36,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-07-19,AMZN,BUY,10,16.49,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'BUY', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-07-26,AMZN,SELL,10,12.33,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-08-02,AMZN,SELL,10,12.19,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-08-09,AMZN,SELL,10,10.46,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-08-16,AMZN,SELL,10,9.81,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-08-23,AMZN,SELL,10,9.63,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-08-30,AMZN,SELL,10,8.69,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
2001-09-06,AMZN,SELL,10,8.15,"{'risk': 'approved', 'position_size': 10, 'signals': [{'action': 'SELL', 'symbol': 'AMZN', 'quantity': 10}]}"
