Date,Symbol,Action,Quantity,Price,Reasoning
1996-01-06,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-01-13,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-01-20,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-01-27,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-02-03,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-02-10,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-02-17,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-02-24,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-03-02,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-03-09,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-03-16,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-03-23,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-03-30,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-04-06,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-04-13,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-04-20,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-04-27,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-05-04,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-05-11,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-05-18,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-05-25,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-06-01,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-06-08,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-06-15,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-06-22,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-06-29,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-07-06,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-07-13,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-07-20,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-07-27,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-08-03,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-08-10,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-08-17,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-08-24,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-08-31,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-09-07,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-09-14,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-09-21,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-09-28,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-10-05,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-10-12,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-10-19,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-10-26,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-11-02,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-11-09,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-11-16,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-11-23,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-11-30,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-12-07,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-12-14,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-12-21,AMZN,BUY,10,100.0,{'risk': 'none'}
1996-12-28,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-01-04,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-01-11,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-01-18,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-01-25,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-02-01,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-02-08,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-02-15,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-02-22,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-03-01,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-03-08,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-03-15,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-03-22,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-03-29,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-04-05,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-04-12,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-04-19,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-04-26,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-05-03,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-05-10,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-05-17,AMZN,BUY,10,100.0,"{'risk': 'approved', 'position_size': 10}"
1997-05-24,AMZN,BUY,10,100.0,"{'risk': 'approved', 'position_size': 10}"
1997-05-31,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-06-07,AMZN,BUY,10,100.0,"{'risk': 'approved', 'position_size': 10}"
1997-06-14,AMZN,BUY,10,100.0,"{'risk': 'approved', 'position_size': 10}"
1997-06-21,AMZN,BUY,10,100.0,"{'risk': 'approved', 'position_size': 10}"
1997-06-28,AMZN,BUY,10,100.0,"{'risk': 'approved', 'position_size': 10}"
1997-07-05,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-07-12,AMZN,BUY,10,100.0,"{'risk': 'approved', 'position_size': 10}"
1997-07-19,AMZN,BUY,10,100.0,"{'risk': 'approved', 'position_size': 10}"
1997-07-26,AMZN,BUY,10,100.0,"{'risk': 'approved', 'position_size': 10}"
1997-08-02,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-08-09,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-08-16,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-08-23,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-08-30,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-09-06,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-09-13,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-09-20,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-09-27,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-10-04,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-10-11,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-10-18,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-10-25,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-11-01,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-11-08,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-11-15,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-11-22,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-11-29,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-12-06,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-12-13,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-12-20,AMZN,BUY,10,100.0,{'risk': 'none'}
1997-12-27,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-01-03,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-01-10,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-01-17,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-01-24,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-01-31,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-02-07,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-02-14,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-02-21,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-02-28,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-03-07,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-03-14,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-03-21,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-03-28,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-04-04,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-04-11,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-04-18,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-04-25,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-05-02,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-05-09,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-05-16,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-05-23,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-05-30,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-06-06,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-06-13,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-06-20,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-06-27,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-07-04,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-07-11,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-07-18,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-07-25,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-08-01,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-08-08,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-08-15,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-08-22,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-08-29,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-09-05,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-09-12,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-09-19,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-09-26,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-10-03,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-10-10,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-10-17,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-10-24,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-10-31,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-11-07,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-11-14,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-11-21,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-11-28,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-12-05,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-12-12,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-12-19,AMZN,BUY,10,100.0,{'risk': 'none'}
1998-12-26,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-01-02,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-01-09,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-01-16,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-01-23,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-01-30,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-02-06,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-02-13,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-02-20,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-02-27,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-03-06,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-03-13,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-03-20,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-03-27,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-04-03,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-04-10,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-04-17,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-04-24,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-05-01,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-05-08,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-05-15,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-05-22,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-05-29,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-06-05,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-06-12,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-06-19,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-06-26,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-07-03,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-07-10,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-07-17,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-07-24,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-07-31,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-08-07,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-08-14,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-08-21,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-08-28,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-09-04,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-09-11,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-09-18,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-09-25,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-10-02,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-10-09,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-10-16,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-10-23,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-10-30,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-11-06,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-11-13,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-11-20,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-11-27,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-12-04,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-12-11,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-12-18,AMZN,BUY,10,100.0,{'risk': 'none'}
1999-12-25,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-01-01,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-01-08,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-01-15,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-01-22,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-01-29,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-02-05,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-02-12,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-02-19,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-02-26,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-03-04,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-03-11,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-03-18,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-03-25,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-04-01,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-04-08,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-04-15,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-04-22,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-04-29,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-05-06,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-05-13,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-05-20,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-05-27,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-06-03,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-06-10,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-06-17,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-06-24,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-07-01,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-07-08,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-07-15,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-07-22,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-07-29,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-08-05,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-08-12,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-08-19,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-08-26,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-09-02,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-09-09,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-09-16,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-09-23,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-09-30,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-10-07,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-10-14,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-10-21,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-10-28,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-11-04,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-11-11,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-11-18,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-11-25,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-12-02,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-12-09,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-12-16,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-12-23,AMZN,BUY,10,100.0,{'risk': 'none'}
2000-12-30,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-01-06,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-01-13,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-01-20,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-01-27,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-02-03,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-02-10,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-02-17,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-02-24,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-03-03,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-03-10,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-03-17,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-03-24,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-03-31,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-04-07,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-04-14,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-04-21,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-04-28,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-05-05,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-05-12,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-05-19,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-05-26,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-06-02,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-06-09,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-06-16,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-06-23,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-06-30,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-07-07,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-07-14,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-07-21,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-07-28,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-08-04,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-08-11,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-08-18,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-08-25,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-09-01,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-09-08,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-09-15,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-09-22,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-09-29,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-10-06,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-10-13,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-10-20,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-10-27,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-11-03,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-11-10,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-11-17,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-11-24,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-12-01,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-12-08,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-12-15,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-12-22,AMZN,BUY,10,100.0,{'risk': 'none'}
2001-12-29,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-01-05,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-01-12,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-01-19,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-01-26,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-02-02,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-02-09,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-02-16,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-02-23,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-03-02,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-03-09,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-03-16,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-03-23,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-03-30,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-04-06,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-04-13,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-04-20,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-04-27,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-05-04,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-05-11,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-05-18,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-05-25,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-06-01,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-06-08,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-06-15,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-06-22,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-06-29,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-07-06,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-07-13,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-07-20,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-07-27,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-08-03,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-08-10,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-08-17,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-08-24,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-08-31,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-09-07,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-09-14,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-09-21,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-09-28,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-10-05,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-10-12,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-10-19,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-10-26,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-11-02,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-11-09,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-11-16,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-11-23,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-11-30,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-12-07,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-12-14,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-12-21,AMZN,BUY,10,100.0,{'risk': 'none'}
2002-12-28,AMZN,BUY,10,100.0,{'risk': 'none'}
2003-01-04,AMZN,BUY,10,100.0,{'risk': 'none'}
2003-01-11,AMZN,BUY,10,100.0,{'risk': 'none'}
